BORO,OCC,FW,year
2,3,183.87752,2008
2,2,252.35847,2008
2,2,213.71983,2008
2,1,187.54485,2008
2,3,172.25984,2008
2,3,185.19542,2008
2,3,185.19542,2008
2,3,235.21171,2008
2,3,195.14464,2008
2,1,212.87491,2008
2,1,182.06263,2008
2,1,211.83278,2008
2,1,186.70861,2008
2,2,213.71983,2008
2,2,208.85921,2008
2,2,208.85921,2008
2,3,172.97454,2008
2,3,168.97181,2008
2,1,213.54584,2008
2,1,219.50499,2008
2,3,170.56589,2008
2,1,177.29555,2008
2,3,185.55017,2008
2,2,222.82201,2008
2,3,214.52032,2008
2,3,252.42974,2008
2,3,213.89164,2008
2,1,223.82596,2008
2,3,208.93096,2008
2,3,192.55456,2008
2,3,189.78175,2008
2,3,216.85695,2008
2,3,217.41221,2008
2,3,222.42411,2008
2,3,189.78175,2008
2,1,211.98105,2008
2,1,215.89464,2008
2,3,213.71983,2008
2,3,208.39736,2008
2,3,215.82049,2008
2,1,211.83278,2008
2,1,182.06263,2008
2,1,208.93096,2008
2,1,219.22313,2008
2,3,192.48457,2008
2,1,188.45704,2008
2,3,208.08833,2008
2,1,219.53489,2008
2,1,182.74646,2008
2,3,12.19031,2008
2,3,12.19031,2008
2,1,186.25059,2008
2,1,175.80097,2008
2,3,240.62349,2008
2,3,263.93364,2008
2,3,202.03906,2008
2,3,181.85389,2008
2,3,183.55759,2008
2,3,202.03906,2008
2,3,175.9882,2008
2,3,179.08853,2008
2,3,227.07632,2008
2,1,183.67695,2008
2,1,243.00029,2008
2,1,179.98635,2008
2,3,211.22666,2008
2,1,176.51171,2008
2,3,221.57579,2008
2,1,176.51171,2008
2,2,219.40387,2008
2,1,186.88752,2008
2,3,180.70266,2008
2,1,211.22666,2008
2,2,174.71494,2008
2,2,177.1916,2008
2,2,152.36455,2008
2,2,177.1916,2008
2,2,201.16267,2008
2,1,230.01896,2008
2,3,177.68533,2008
2,1,196.97097,2008
2,3,213.41234,2008
2,2,230.01896,2008
2,3,151.30102,2008
2,3,213.4725,2008
2,3,222.5997,2008
2,1,229.13994,2008
2,3,175.60883,2008
2,3,175.48601,2008
2,3,150.43234,2008
2,2,170.5669,2008
2,3,221.62279,2008
2,3,220.51727,2008
2,3,245.18162,2008
2,2,155.98701,2008
2,1,171.24375,2008
2,1,152.68073,2008
2,3,235.21171,2008
2,3,296.20127,2008
2,1,150.57648,2008
2,3,194.54536,2008
2,3,192.70496,2008
2,2,223.41435,2008
2,3,136.70422,2008
2,3,189.50532,2008
2,3,136.97235,2008
2,3,149.10038,2008
2,3,257.84463,2008
2,3,176.00697,2008
2,3,176.42847,2008
2,3,180.2481,2008
2,3,266.88416,2008
2,2,161.96516,2008
2,3,266.97624,2008
2,3,216.71232,2008
2,2,164.96451,2008
2,1,192.73813,2008
2,1,222.91704,2008
2,1,222.91704,2008
2,3,189.4247,2008
2,3,186.77939,2008
2,3,187.14574,2008
2,1,160.11597,2008
2,3,196.30736,2008
2,3,166.40256,2008
2,3,267.83676,2008
2,3,188.89827,2008
2,1,182.80536,2008
2,2,207.11097,2008
2,2,204.24204,2008
2,3,210.19047,2008
2,1,157.9604,2008
2,1,206.62403,2008
2,1,207.83276,2008
2,3,190.279,2008
2,1,202.63515,2008
2,3,140.52724,2008
2,3,215.82049,2008
2,3,236.24331,2008
2,3,209.74411,2008
2,2,151.66903,2008
2,3,210.49277,2008
2,3,205.46938,2008
2,1,204.87963,2008
2,3,239.59217,2008
2,3,225.48253,2008
2,3,302.63632,2008
2,3,208.67665,2008
2,3,152.48943,2008
2,1,155.20305,2008
2,2,191.40798,2008
2,2,253.00881,2008
2,3,137.74709,2008
2,2,152.48943,2008
2,3,248.89859,2008
2,3,243.13894,2008
2,3,274.98368,2008
2,3,149.0411,2008
2,3,153.19197,2008
2,3,229.86231,2008
2,1,267.58924,2008
2,3,220.84311,2008
2,1,178.98849,2008
2,3,138.83295,2008
2,1,249.22828,2008
2,1,221.48748,2008
2,1,243.28856,2008
2,3,31.12553,2008
2,2,78.86461,2008
2,1,78.86461,2008
2,1,78.86461,2008
2,1,78.86461,2008
2,2,78.86461,2008
2,2,78.86461,2008
2,1,78.86461,2008
2,2,78.86461,2008
2,2,78.86461,2008
2,2,78.86461,2008
2,1,78.86461,2008
2,1,78.86461,2008
2,2,78.86461,2008
2,1,78.86461,2008
2,2,78.86461,2008
2,1,78.86461,2008
2,1,31.12553,2008
2,2,31.12553,2008
2,2,31.12553,2008
2,3,31.12553,2008
2,3,31.12553,2008
2,1,31.12553,2008
2,2,31.12553,2008
2,2,31.12553,2008
2,1,31.12553,2008
2,1,31.12553,2008
2,3,12.15642,2008
2,3,12.15642,2008
2,3,12.15642,2008
2,3,11.28963,2008
2,3,11.28963,2008
2,3,11.04566,2008
2,3,11.04566,2008
2,3,12.15642,2008
2,3,6.82159,2008
2,3,6.71112,2008
2,1,9.36832,2008
2,3,10.31041,2008
2,1,9.36832,2008
2,3,9.57525,2008
2,3,9.57525,2008
2,3,9.57525,2008
3,3,280.87499,2008
3,2,202.21179,2008
3,3,216.31959,2008
3,3,203.29439,2008
3,3,186.04431,2008
3,3,161.67581,2008
3,3,207.22774,2008
3,3,206.31606,2008
3,1,170.91964,2008
3,3,165.2713,2008
3,3,161.67581,2008
3,1,165.2713,2008
3,1,165.2713,2008
3,3,161.67581,2008
3,2,207.73714,2008
3,2,260.96912,2008
3,2,217.35874,2008
3,2,159.38499,2008
3,3,161.72753,2008
3,1,167.70036,2008
3,1,186.50164,2008
3,1,161.67581,2008
3,3,166.03632,2008
3,3,279.67877,2008
3,1,165.2713,2008
3,3,158.51234,2008
3,3,189.24273,2008
3,3,161.67581,2008
3,3,165.2713,2008
3,3,165.2713,2008
3,1,165.98833,2008
3,3,161.67581,2008
3,3,210.79033,2008
3,2,165.98833,2008
3,2,165.2713,2008
3,2,165.2713,2008
3,3,178.36205,2008
3,3,259.93337,2008
3,3,199.33787,2008
3,3,189.37514,2008
3,3,179.82373,2008
3,3,179.82373,2008
3,3,182.90461,2008
3,3,216.02874,2008
3,3,182.32863,2008
3,1,216.02874,2008
3,3,178.36205,2008
3,3,193.89569,2008
3,3,193.89569,2008
3,3,216.02874,2008
3,1,216.02874,2008
3,3,209.17833,2008
3,1,211.32901,2008
3,3,196.37799,2008
3,1,220.9418,2008
3,3,196.68667,2008
3,3,187.23407,2008
3,3,214.8772,2008
3,3,177.0127,2008
3,3,180.64275,2008
3,3,180.64275,2008
3,3,204.55038,2008
3,3,204.55038,2008
3,3,180.64275,2008
3,3,222.10903,2008
3,3,193.56481,2008
3,3,202.00736,2008
3,3,183.89061,2008
3,3,173.85176,2008
3,3,177.71803,2008
3,3,173.85176,2008
3,1,183.89061,2008
3,3,183.89061,2008
3,1,206.31606,2008
3,1,187.98014,2008
3,1,187.98014,2008
3,1,178.60599,2008
3,3,180.64275,2008
3,3,177.71803,2008
3,3,206.954,2008
3,3,187.98014,2008
3,3,187.98014,2008
3,2,187.98014,2008
3,2,188.85028,2008
3,3,183.89061,2008
3,3,177.86672,2008
3,3,206.31606,2008
3,1,183.89061,2008
3,3,180.33002,2008
3,3,187.98014,2008
3,3,191.66415,2008
3,3,187.98014,2008
3,3,187.98014,2008
3,1,187.98014,2008
3,1,187.98014,2008
3,3,190.61477,2008
3,3,190.61477,2008
3,3,189.82725,2008
3,1,187.98014,2008
3,1,186.24483,2008
3,3,158.38988,2008
3,3,200.8977,2008
3,1,194.04881,2008
3,1,189.82725,2008
3,3,187.98014,2008
3,1,187.98014,2008
3,1,176.07746,2008
3,3,171.99492,2008
3,3,175.1221,2008
3,3,183.96321,2008
3,3,214.8772,2008
3,3,208.38378,2008
3,3,177.77195,2008
3,3,208.04392,2008
3,3,202.04151,2008
3,3,229.87199,2008
3,3,208.04392,2008
3,1,202.97673,2008
3,3,202.04151,2008
3,3,181.0433,2008
3,3,197.64607,2008
3,3,205.69635,2008
3,3,174.59746,2008
3,3,177.36381,2008
3,3,153.85843,2008
3,3,205.37171,2008
3,2,171.99492,2008
3,2,208.0549,2008
3,3,214.8772,2008
3,3,202.04151,2008
3,2,176.46232,2008
3,3,156.89441,2008
3,3,201.20562,2008
3,3,214.8772,2008
3,3,179.13245,2008
3,3,205.01099,2008
3,3,197.61266,2008
3,3,186.77867,2008
3,3,179.30648,2008
3,3,220.62817,2008
3,3,214.8772,2008
3,1,212.10603,2008
3,3,174.59746,2008
3,3,186.74685,2008
3,3,214.8772,2008
3,3,196.36321,2008
3,1,202.04151,2008
3,3,174.59746,2008
3,3,197.64607,2008
3,3,197.64607,2008
3,3,197.64607,2008
3,3,202.04151,2008
3,2,178.48032,2008
3,1,156.89441,2008
3,1,156.89441,2008
3,1,153.85843,2008
3,3,197.64607,2008
3,1,202.04151,2008
3,3,216.7835,2008
3,1,202.04151,2008
3,1,236.27061,2008
3,1,232.84835,2008
3,3,243.63301,2008
3,3,206.31606,2008
3,3,202.04151,2008
3,1,205.01099,2008
3,3,202.94243,2008
3,3,191.38467,2008
3,3,190.33682,2008
3,3,200.66832,2008
3,3,202.00736,2008
3,3,198.95098,2008
3,3,190.33682,2008
3,3,220.42476,2008
3,3,260.96912,2008
3,3,214.84438,2008
3,1,206.954,2008
3,3,200.58758,2008
3,2,220.52388,2008
3,3,198.95098,2008
3,3,221.73791,2008
3,1,191.66415,2008
3,1,200.6857,2008
3,3,206.954,2008
3,3,187.22107,2008
3,3,189.84886,2008
3,3,190.33682,2008
3,3,189.84886,2008
3,3,199.42523,2008
3,3,194.04881,2008
3,3,199.74373,2008
3,3,190.62509,2008
3,3,205.59704,2008
3,3,198.95098,2008
3,3,190.61477,2008
3,2,193.89102,2008
3,1,204.55038,2008
3,1,204.78105,2008
3,1,196.90082,2008
3,3,187.22107,2008
3,3,218.75065,2008
3,3,205.38379,2008
3,3,257.63331,2008
3,3,264.80468,2008
3,1,192.98638,2008
3,2,218.75065,2008
3,1,187.22107,2008
3,1,191.38467,2008
3,2,206.31606,2008
3,3,205.09288,2008
3,3,187.22107,2008
3,3,191.38467,2008
3,3,196.31976,2008
3,3,191.38467,2008
3,1,200.6857,2008
3,2,206.64784,2008
3,3,203.69909,2008
3,3,187.22107,2008
3,3,191.38467,2008
3,3,200.6857,2008
3,3,200.6857,2008
3,3,191.38467,2008
3,1,179.00515,2008
3,3,203.69909,2008
3,3,190.61477,2008
3,3,199.07526,2008
3,3,181.98417,2008
3,3,191.66415,2008
3,3,208.61877,2008
3,1,191.38467,2008
3,1,179.00515,2008
3,3,168.73987,2008
3,3,188.12019,2008
3,3,196.03569,2008
3,3,202.45169,2008
3,2,200.8977,2008
3,3,200.9258,2008
3,3,189.95384,2008
3,3,200.8977,2008
3,3,214.8772,2008
3,3,200.8977,2008
3,3,200.8977,2008
3,3,214.8772,2008
3,3,193.40755,2008
3,3,204.36821,2008
3,1,189.95384,2008
3,3,192.38568,2008
3,3,204.55038,2008
3,1,200.62195,2008
3,3,200.8977,2008
3,3,186.64879,2008
3,2,193.40755,2008
3,3,200.8977,2008
3,3,201.72642,2008
3,3,224.25789,2008
3,3,167.20621,2008
3,3,189.4564,2008
3,3,203.17181,2008
3,3,214.06985,2008
3,3,198.9169,2008
3,3,206.954,2008
3,3,189.95384,2008
3,3,224.25789,2008
3,3,211.46661,2008
3,1,200.9258,2008
3,3,189.95384,2008
3,1,204.69127,2008
3,1,200.62195,2008
3,3,176.83454,2008
3,1,208.18067,2008
3,1,197.33784,2008
3,1,201.72642,2008
3,3,200.8977,2008
3,3,193.40755,2008
3,3,201.72642,2008
3,3,201.72642,2008
3,1,194.17821,2008
3,1,260.96912,2008
3,1,201.72642,2008
3,3,201.72642,2008
3,3,201.72642,2008
3,1,204.69127,2008
3,3,170.24632,2008
3,3,191.05228,2008
3,1,196.03569,2008
3,2,198.9169,2008
3,2,188.58262,2008
3,2,201.72642,2008
3,2,188.12019,2008
3,3,186.17209,2008
3,3,170.24632,2008
3,3,204.55038,2008
3,2,201.72642,2008
3,3,197.61266,2008
3,3,197.61266,2008
3,3,165.98833,2008
3,3,201.72642,2008
3,1,201.72642,2008
3,3,190.57694,2008
3,1,201.72642,2008
3,3,201.72642,2008
3,3,191.77091,2008
3,3,193.58837,2008
3,3,204.30864,2008
3,3,204.30864,2008
3,3,204.30864,2008
3,3,204.30864,2008
3,1,191.78219,2008
3,2,189.37514,2008
3,3,209.49684,2008
3,3,8.69967,2008
3,3,180.64703,2008
3,1,251.69172,2008
3,1,161.39352,2008
3,1,8.60012,2008
3,1,254.07797,2008
3,3,220.95415,2008
3,3,179.00515,2008
3,3,179.00515,2008
3,2,200.55267,2008
3,1,193.80137,2008
3,3,190.6289,2008
3,3,189.35306,2008
3,2,192.37741,2008
3,1,231.44487,2008
3,3,220.85639,2008
3,3,202.45169,2008
3,3,190.6289,2008
3,1,193.38745,2008
3,1,186.86403,2008
3,3,203.53835,2008
3,3,178.49961,2008
3,3,225.00951,2008
3,3,190.6289,2008
3,3,224.63129,2008
3,3,9.45691,2008
3,3,9.85516,2008
3,3,8.19163,2008
3,2,203.94246,2008
3,3,178.60599,2008
3,3,173.24478,2008
3,3,187.60994,2008
3,3,181.08264,2008
3,3,172.18966,2008
3,3,171.93267,2008
3,3,203.82331,2008
3,3,169.4603,2008
3,1,171.93267,2008
3,3,177.42259,2008
3,3,196.32113,2008
3,1,195.68686,2008
3,2,185.90391,2008
3,3,246.21613,2008
3,3,202.97877,2008
3,3,216.19678,2008
3,3,246.21613,2008
3,3,169.13676,2008
3,3,153.84808,2008
3,3,173.76903,2008
3,3,198.1921,2008
3,1,193.40287,2008
3,1,218.9646,2008
3,1,198.9435,2008
3,3,154.58952,2008
3,3,171.95155,2008
3,1,171.3021,2008
3,3,199.31836,2008
3,3,211.5414,2008
3,3,249.67197,2008
3,3,218.9646,2008
3,3,199.46794,2008
3,3,199.46794,2008
3,3,199.46794,2008
3,3,199.46794,2008
3,3,199.46794,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,1,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,1,63.88036,2008
3,1,63.88036,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,1,48.89625,2008
3,3,48.89625,2008
3,1,48.89625,2008
3,3,48.89625,2008
3,1,48.89625,2008
3,1,48.89625,2008
3,1,48.89625,2008
3,1,48.89625,2008
3,1,48.89625,2008
3,3,48.89625,2008
3,1,48.89625,2008
3,1,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,1,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,3,48.89625,2008
3,1,63.88036,2008
3,1,63.88036,2008
3,3,63.88036,2008
3,1,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,3,63.88036,2008
3,1,63.88036,2008
3,3,63.88036,2008
3,1,63.88036,2008
3,1,63.88036,2008
3,1,63.88036,2008
3,1,63.88036,2008
3,3,189.96947,2008
3,3,189.96947,2008
3,3,189.96947,2008
3,3,189.96947,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.33732,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.87384,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.26899,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,1,8.16329,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.87384,2008
3,3,8.16329,2008
3,3,8.91109,2008
3,3,8.65198,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.33732,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.33732,2008
3,3,8.16329,2008
3,1,8.33732,2008
3,3,8.33732,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.16329,2008
3,3,8.16329,2008
3,3,8.0891,2008
3,3,8.91109,2008
3,3,8.91109,2008
3,3,8.91109,2008
3,3,8.87384,2008
3,3,6.62331,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.49733,2008
3,3,6.62331,2008
3,3,6.65523,2008
3,3,6.62331,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.64714,2008
3,2,6.56311,2008
3,2,6.56311,2008
3,2,6.79693,2008
3,2,7.19982,2008
3,2,6.76451,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.56311,2008
3,3,6.86073,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,1,7.0133,2008
3,1,7.0133,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.86073,2008
3,3,7.5263,2008
3,3,6.92366,2008
3,1,6.86073,2008
3,1,6.86073,2008
3,3,7.33813,2008
3,3,7.33813,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,6.86073,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.86073,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,7.04577,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,6.86073,2008
3,3,7.5263,2008
3,3,7.5263,2008
3,3,6.92366,2008
3,2,7.10515,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,6.92366,2008
3,3,7.5263,2008
3,3,6.86073,2008
4,3,185.08403,2008
4,3,260.37715,2008
4,3,195.11897,2008
4,1,222.27823,2008
4,1,196.396,2008
4,3,217.6399,2008
4,3,202.77364,2008
4,1,197.47467,2008
4,1,224.0258,2008
4,3,182.50079,2008
4,3,195.43942,2008
4,1,185.79438,2008
4,3,251.07751,2008
4,3,173.00458,2008
4,3,202.66219,2008
4,3,197.81178,2008
4,3,197.81178,2008
4,3,197.81178,2008
4,3,241.56108,2008
4,3,185.51675,2008
4,1,184.58937,2008
4,2,205.53116,2008
4,1,196.11438,2008
4,3,144.37896,2008
4,1,181.20241,2008
4,1,247.38284,2008
4,1,246.61844,2008
4,2,155.43634,2008
4,2,156.84334,2008
4,2,156.84334,2008
4,2,160.08409,2008
4,3,203.29354,2008
4,2,243.8842,2008
4,2,243.8842,2008
4,3,248.96248,2008
4,3,148.544,2008
4,3,209.426,2008
4,1,249.59424,2008
4,3,196.46991,2008
4,3,240.49221,2008
4,3,240.86995,2008
4,3,240.49221,2008
4,1,192.78129,2008
4,3,187.31036,2008
4,3,250.68542,2008
4,2,243.03387,2008
4,1,247.35447,2008
4,1,164.17095,2008
4,1,252.70344,2008
4,3,207.3485,2008
4,3,176.24972,2008
4,2,219.63124,2008
4,2,233.96523,2008
4,2,220.32009,2008
4,1,269.04082,2008
4,3,210.49953,2008
4,3,248.61563,2008
4,1,213.60424,2008
4,3,212.66381,2008
4,1,204.62213,2008
4,3,214.4341,2008
4,3,179.34944,2008
4,1,204.62213,2008
4,3,249.1148,2008
4,1,202.7895,2008
4,1,196.77733,2008
4,3,180.63602,2008
4,3,204.57511,2008
4,3,206.59065,2008
4,3,240.0117,2008
4,3,275.99377,2008
4,3,221.45594,2008
4,2,206.44926,2008
4,3,176.85944,2008
4,2,220.21565,2008
4,3,217.84774,2008
4,1,176.85944,2008
4,3,203.32564,2008
4,3,181.50587,2008
4,2,198.56278,2008
4,2,209.3819,2008
4,3,196.53938,2008
4,3,186.17557,2008
4,2,191.79967,2008
4,3,183.05848,2008
4,2,205.22333,2008
4,3,200.19254,2008
4,1,205.22333,2008
4,3,265.87384,2008
4,1,205.1049,2008
4,3,191.79967,2008
4,3,166.15213,2008
4,3,218.18535,2008
4,3,167.68928,2008
4,2,179.11907,2008
4,1,195.38471,2008
4,1,179.5736,2008
4,3,196.2369,2008
4,1,194.25864,2008
4,1,168.41595,2008
4,1,174.91614,2008
4,3,178.88607,2008
4,3,249.1148,2008
4,1,170.89996,2008
4,3,168.76127,2008
4,1,173.90804,2008
4,1,175.79493,2008
4,3,205.8462,2008
4,3,251.31271,2008
4,3,247.62469,2008
4,1,145.5698,2008
4,1,242.94575,2008
4,3,275.99377,2008
4,1,153.53159,2008
4,1,154.12806,2008
4,3,179.42334,2008
4,1,204.36384,2008
4,1,199.69669,2008
4,2,161.28519,2008
4,3,214.18889,2008
4,3,196.31126,2008
4,3,163.8075,2008
4,3,159.71266,2008
4,3,168.44223,2008
4,3,165.35155,2008
4,3,266.15424,2008
4,1,157.21524,2008
4,2,172.68519,2008
4,3,145.44933,2008
4,2,190.59073,2008
4,3,175.23217,2008
4,1,196.20854,2008
4,1,210.0627,2008
4,1,174.89911,2008
4,3,288.88932,2008
4,3,245.84319,2008
4,3,248.61563,2008
4,1,168.40762,2008
4,3,262.27179,2008
4,3,243.03387,2008
4,3,246.61844,2008
4,3,147.2536,2008
4,1,173.00458,2008
4,3,196.2415,2008
4,2,230.97593,2008
4,2,224.46706,2008
4,2,171.87666,2008
4,3,181.02379,2008
4,2,224.95082,2008
4,2,169.11869,2008
4,1,187.90496,2008
4,2,212.2596,2008
4,2,170.89996,2008
4,2,187.7364,2008
4,3,187.17777,2008
4,3,199.6751,2008
4,2,232.18524,2008
4,1,197.12867,2008
4,1,194.65183,2008
4,3,199.24834,2008
4,3,194.65183,2008
4,2,215.22529,2008
4,2,235.63741,2008
4,1,221.85472,2008
4,1,215.22529,2008
4,3,195.87606,2008
4,1,208.20708,2008
4,3,208.20708,2008
4,3,195.07235,2008
4,3,210.89409,2008
4,3,252.41942,2008
4,1,257.79004,2008
4,1,183.03071,2008
4,1,213.16439,2008
4,1,153.9898,2008
4,3,195.07235,2008
4,3,198.71856,2008
4,3,223.84818,2008
4,3,219.74088,2008
4,3,210.04065,2008
4,3,240.19162,2008
4,1,189.99396,2008
4,3,224.41621,2008
4,2,225.41161,2008
4,3,167.08955,2008
4,3,225.189,2008
4,1,215.8997,2008
4,2,206.13092,2008
4,3,270.661,2008
4,3,211.45895,2008
4,3,195.1466,2008
4,1,166.33109,2008
4,3,223.64738,2008
4,3,171.56391,2008
4,1,227.31815,2008
4,3,213.81882,2008
4,3,180.9582,2008
4,3,268.44289,2008
4,1,222.52559,2008
4,1,212.2596,2008
4,3,245.84319,2008
4,3,245.84319,2008
4,3,234.70899,2008
4,3,185.08403,2008
4,3,245.84319,2008
4,3,245.84319,2008
4,3,172.07022,2008
4,3,190.61829,2008
4,3,208.81993,2008
4,2,193.68793,2008
4,3,189.15659,2008
4,1,275.99377,2008
4,1,165.96844,2008
4,3,188.81528,2008
4,3,232.18524,2008
4,1,187.57894,2008
4,1,169.21168,2008
4,3,252.48689,2008
4,2,252.41942,2008
4,1,210.89409,2008
4,3,146.12301,2008
4,1,212.63701,2008
4,1,247.999,2008
4,1,256.84783,2008
4,1,258.15622,2008
4,1,33.87803,2008
4,1,62.33275,2008
4,3,62.33275,2008
4,3,62.33275,2008
4,1,62.33275,2008
4,1,62.33275,2008
4,1,62.33275,2008
4,3,62.33275,2008
4,3,62.33275,2008
4,1,62.33275,2008
4,1,62.33275,2008
4,3,62.33275,2008
4,1,62.33275,2008
4,3,62.33275,2008
4,3,62.33275,2008
4,1,62.33275,2008
4,1,62.33275,2008
4,1,33.87803,2008
4,1,33.87803,2008
4,3,33.87803,2008
4,1,33.87803,2008
4,1,33.87803,2008
4,3,33.87803,2008
4,1,33.87803,2008
4,1,33.87803,2008
5,3,190.20402,2008
5,3,187.87217,2008
5,3,261.40897,2008
5,3,178.24838,2008
5,3,173.44796,2008
5,2,177.08624,2008
5,2,229.90704,2008
5,1,173.05511,2008
5,3,285.37096,2008
5,3,285.37096,2008
5,3,206.37289,2008
5,3,258.89434,2008
5,3,169.08496,2008
5,3,166.45013,2008
5,1,149.34098,2008
5,2,170.82137,2008
5,1,206.37289,2008
5,3,169.78414,2008
5,3,159.02049,2008
5,1,170.82137,2008
5,1,143.11844,2008
5,1,149.34098,2008
5,3,179.44739,2008
5,3,170.82137,2008
5,1,229.90704,2008
5,1,178.24838,2008
5,1,207.52328,2008
5,1,143.11844,2008
5,1,285.37096,2008
5,3,159.4545,2008
5,1,159.4545,2008
5,3,171.18362,2008
5,3,235.57145,2008
5,3,161.58056,2008
5,3,167.87358,2008
5,2,159.4545,2008
5,3,167.87358,2008
5,3,131.2809,2008
5,2,204.46606,2008
5,3,204.46606,2008
5,1,215.8039,2008
5,1,204.46606,2008
5,2,212.01431,2008
5,2,173.59435,2008
5,2,131.2809,2008
5,2,131.2809,2008
5,2,170.82137,2008
5,3,216.65598,2008
5,2,179.93778,2008
5,1,182.33695,2008
5,3,151.08622,2008
5,3,179.93778,2008
5,2,179.93778,2008
5,2,179.93778,2008
5,3,151.08622,2008
5,1,179.93778,2008
5,3,235.26807,2008
5,3,170.82137,2008
5,3,285.37096,2008
5,3,173.09899,2008
5,3,186.76272,2008
5,1,235.26807,2008
5,3,285.37096,2008
5,3,170.82137,2008
5,3,207.51414,2008
5,1,175.90894,2008
5,1,190.64161,2008
5,3,35.24859,2008
5,1,22.8414,2008
5,2,22.8414,2008
5,2,22.8414,2008
5,3,22.8414,2008
5,3,22.8414,2008
5,2,22.8414,2008
5,3,22.8414,2008
5,3,22.8414,2008
5,2,22.8414,2008
5,2,22.8414,2008
5,1,22.8414,2008
5,3,22.8414,2008
5,1,22.8414,2008
5,1,22.8414,2008
5,3,22.8414,2008
5,3,22.8414,2008
5,1,22.8414,2008
5,3,22.8414,2008
5,2,22.8414,2008
5,2,22.8414,2008
5,3,22.8414,2008
5,2,22.8414,2008
5,3,35.24859,2008
5,2,35.24859,2008
5,2,35.24859,2008
5,3,35.24859,2008
5,1,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
5,1,35.24859,2008
5,1,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
5,1,35.24859,2008
5,3,35.24859,2008
5,1,35.24859,2008
5,3,35.24859,2008
5,3,35.24859,2008
4,1,232.34819,2011
2,3,155.96834,2011
3,1,188.25747,2011
2,3,210.48853,2011
2,3,6.41169,2011
3,3,193.40501,2011
3,3,6.25769,2011
4,1,145.10317,2011
4,2,139.26054,2011
1,3,184.41939,2011
2,2,175.18412,2011
1,3,6.33436,2011
2,3,198.18234,2011
2,2,175.18412,2011
3,3,151.89042,2011
3,3,173.0253,2011
3,3,187.22511,2011
1,1,247.8494,2011
